CLS_MOVIE_WEIGHT,N_TRAINING_POINTS,PERTURBATION_RATIO,N_FEATS,PERT_STD,FAILOVER,MAE,MAE_FAILOVER,rob,rob_cold
4,50,0.0,10,1.04,False,0.09475453651896171,0.1444216982922324,nan,nan
4,50,0.0,10,1.04,False,0.9895020946681257,0.7705714936903258,0.12170222593956162,0.04833383973310395
4,50,0.0,10,1.04,False,0.08964245433428442,0.9237514366061164,0.037264542756732966,0.020737499477023514
4,50,0.0,10,1.04,False,1.3089363563169556,0.2754817357461046,0.06608427984087523,0.005904862580647057
4,50,0.0,10,1.04,True,3.231266051629181,0.03593652684906079,0.10431518584316071,0.014905547523730071
4,50,0.0,10,1.04,True,4.256351682428774,1.8889823656200337,0.14153429665171605,0.058869242248514
4,50,0.0,10,1.04,True,3.734893061717039,0.07349385455902047,0.028378623019850596,0.0164156347573307
4,50,0.0,10,1.04,False,0.2808404925551189,0.6071524944019533,0.03323026616619743,0.005469166367408672
4,50,0.0,10,1.04,False,1.5838742329257478,1.0595595809317313,0.033522664854039215,0.007727098341375208
4,50,0.0,10,1.04,True,3.9027683780388207,0.9930951753132273,nan,nan
4,50,0.0,10,1.04,False,0.0487711452047348,4.355178661182835,nan,nan
4,50,0.0,10,1.04,False,0.6563148498535156,0.7962051458195774,0.12295637347664459,nan
4,50,0.0,10,1.04,False,0.5500481065658249,0.3836222414832555,nan,nan
4,50,0.0,10,1.04,False,0.002136721380895601,0.3303160971025765,0.0386930115699617,0.011660522458537406
4,50,0.0,10,1.04,True,4.0,0.16802983194321985,0.11097943683708471,nan
4,50,0.0,10,1.04,True,3.23611013340169,0.41598491005379845,0.07640420446995808,0.023889980607318177
4,50,0.0,10,1.04,True,3.749596999721349,0.18611730126046755,0.16917311424330936,0.023424384176749944
4,50,0.0,10,1.04,False,0.4296268134381247,0.45031229395358086,0.045265842036507895,0.013892462093128506
4,50,0.0,10,1.04,True,3.9003564911624635,0.7172540265455294,nan,nan
4,50,0.0,10,1.04,False,0.13877235473736427,0.12601082035391942,nan,nan
4,50,0.0,10,1.04,True,3.2808290758758485,0.13074403112702981,0.0020800154051646754,0.01031076453736462
4,50,0.0,10,1.04,False,0.36875750176371946,0.7533404106877346,0.040319722344881195,0.01119073041214084
4,50,0.0,10,1.04,True,3.475819501681833,0.07420084229872481,0.0,0.012283010714066138
4,50,0.0,10,1.04,True,3.21164505758926,0.24806467678816402,0.09098378533270454,0.01538321702149335
4,50,0.0,10,1.04,True,3.731334279933723,0.24395171082571787,0.0007234386906358863,0.011418236505863112
4,50,0.0,10,1.04,True,3.89427812712087,1.9402474229430702,nan,nan
4,50,0.0,10,1.04,False,0.08794265243031374,0.20204848375871753,nan,nan
4,50,0.0,10,1.04,False,0.8947852147521087,0.44699517245926224,0.11768422959296759,0.03254042843733928
4,50,0.0,10,1.04,False,0.019557334629726864,1.166984857924684,0.04229607327164992,0.016682746422252072
4,50,0.0,10,1.04,False,1.2109592589730735,0.026491290511052146,0.06918576266492199,0.008494546215165488
4,50,0.0,10,1.04,True,3.250046574425485,0.04032036531469618,0.1004494247833054,0.008792552646115939
4,50,0.0,10,1.04,True,3.734186084411279,0.31688561544370986,0.04041650231133226,0.014768985009895284
4,50,0.0,10,1.04,True,3.913633702614997,0.7980593327552112,nan,nan
4,50,0.0,10,1.04,False,0.077236420503763,94656.83021360118,nan,nan
4,50,0.0,10,1.04,False,1.38808165421356,0.14652244837656436,0.1322258890775591,0.007695126982390191
4,50,0.0,10,1.04,False,0.08266791507976112,0.3562517728110919,0.03947493273717801,0.00584977139199971
4,50,0.0,10,1.04,False,0.029764267765785668,0.13284638698220297,0.1049845697510577,0.008233172416007463
4,50,0.0,10,1.04,True,3.230347229002583,0.2697889038307455,0.09492231410692209,0.017491285636821518
4,50,0.0,10,1.04,False,1.5516007846337883,0.00011361179645685837,0.10069667102928055,0.017224916884611044
4,50,0.0,10,1.04,True,3.7292562905673945,0.07590443182209672,0.12394906484158426,0.01983384194188487
4,50,0.0,10,1.04,True,3.903355414639833,2.8796386311581177,nan,nan
4,50,0.0,10,1.04,False,0.29788399542292154,1.7471273014605226,nan,nan
4,50,0.0,10,1.04,False,0.06695187756856091,0.8234004000485982,0.0929368472972377,0.03681436814597074
4,50,0.0,10,1.04,False,0.0398932257231408,0.7387229004111329,0.0461692343236169,0.01761092533576348
4,50,0.0,10,1.04,False,0.535811387952339,0.16690317256853637,0.11868553555788237,0.009434859820987787
4,50,0.0,10,1.04,True,3.238640354172884,0.20900524504820872,0.08830761315859505,0.005178407419714188
4,50,0.0,10,1.04,False,1.3798652348169487,0.2927869908979881,0.10805208277889299,0.01963689215845195
4,50,0.0,10,1.04,False,1.0358042906536955,0.10497473328809193,0.1262102830064696,0.01513119726573772
4,50,0.0,10,1.04,True,3.90344506508197,1.2028242487078908,nan,nan
4,50,0.0,10,1.04,False,0.0983554770488646,0.06931068662493622,nan,nan
4,50,0.0,10,1.04,False,0.6864892196927803,0.6932874035217322,0.07165120418167045,0.011393492062091217
4,50,0.0,10,1.04,False,0.23528022021987072,0.4953644282249856,0.04351787073404145,0.009064859018837215
4,50,0.0,10,1.04,False,1.6159653493405006,0.14317680831588087,0.056323076006955616,0.00914776420525979
4,50,0.0,10,1.04,True,3.299387228417282,0.15207246253220186,0.025126210458344768,0.010806295047800868
4,50,0.0,10,1.04,True,3.731637682627584,0.149842573794567,0.14772210960051937,0.014266123705036457
4,50,0.0,10,1.04,True,3.9046889260247832,2.2546717933674967,nan,nan
4,50,0.0,10,1.04,True,3.1582521325245603,0.7034402504372346,nan,nan
4,50,0.0,10,1.04,False,1.2476472854614258,0.7859971789022793,0.07791064421343909,nan
4,50,0.0,10,1.04,False,0.2667180925307848,1.891704916823032,0.0475434098687083,0.025969479488769757
4,50,0.0,10,1.04,False,0.28324317932128906,124431.64140689085,0.14359283294521938,nan
4,50,0.0,10,1.04,True,3.1812179110176584,1.490248337236633,0.06526683772935432,0.04681721003643175
4,50,0.0,10,1.04,False,1.2148712108842128,2.089405710905779,0.12020830304630405,0.10085956671980299
4,50,0.0,10,1.04,False,0.1986598636764021,0.11768840825639115,0.04317928618206962,0.011325389034596107
4,50,0.0,10,1.04,True,3.8950687138975826,1.575895486200381,nan,nan
4,50,0.0,10,1.04,False,0.059077017465034576,1.5718736549445436,nan,nan
4,50,0.0,10,1.04,False,0.3220174795227839,0.5324098634014311,0.08433344804697618,0.009437349753044418
4,50,0.0,10,1.04,False,0.4696407571113945,0.43311144115944655,0.03892638597866128,0.007678662367094225
4,50,0.0,10,1.04,False,1.9049526379605353,0.024086800944540965,0.13643440892335765,0.006377883035539365
4,50,0.0,10,1.04,True,3.2395929499044205,0.19437304659381338,0.012007848289001425,0.014299313795622371
4,50,0.0,10,1.04,True,3.729527291421705,0.15658409834694131,0.19987247882021078,0.0244757161292145
4,50,0.0,10,1.04,True,3.903818230262084,0.4265866587289171,nan,nan
4,50,0.0,10,1.04,False,0.16770165006398097,0.9078858816233768,nan,nan
4,50,0.0,10,1.04,False,0.8619573311989401,0.43331851383045983,0.1172966404359172,0.0068312448809524345
4,50,0.0,10,1.04,False,0.012248351931493318,1.0616565348149676,0.04076902280997593,0.023077971513425746
4,50,0.0,10,1.04,False,0.7128220421002016,1.640784326103673,0.16732755381703032,0.056231051848462735
4,50,0.0,10,1.04,True,3.2288895918424263,0.1326711179011788,0.09443449897396652,0.008474277772075574
4,50,0.0,10,1.04,False,1.6026083847513908,0.4835649963201818,0.09840684266875556,0.030731200569970363
4,50,0.0,10,1.04,True,3.7289137067924307,0.2545794831780288,0.15854113145817728,0.016934478607340115
4,50,0.0,10,1.04,True,3.9030774290232304,0.23035154914103684,nan,nan
4,50,0.0,10,1.04,False,0.02446890952982006,0.9931994089178096,nan,nan
4,50,0.0,10,1.04,False,0.2254586365013731,1.0384037535716102,0.09932946352704224,0.03975044608588122
4,50,0.0,10,1.04,False,0.0059258204770937795,0.7946772128859156,0.04304054540852963,0.016070777131267127
4,50,0.0,10,1.04,False,0.5563376628401961,0.08138207052046242,0.08902552819256371,0.0062780051894745755
4,50,0.0,10,1.04,True,3.231609378777926,0.15861200125469388,0.02103876997191395,0.006630374576136701
4,50,0.0,10,1.04,False,1.5427013911384884,0.040582287070251244,0.1451189386738885,0.01833842042005902
4,50,0.0,10,1.04,True,3.729866751788824,0.06896284886520876,0.0499193430358902,0.013891272915748798
4,50,0.0,10,1.04,True,3.9034960488262485,4.952278655829783,nan,nan
4,50,0.0,10,1.04,False,0.08571005158191447,0.22549088652041638,nan,nan
4,50,0.0,10,1.04,False,0.07693782387437409,0.5957553306045855,0.0909683359700189,0.010917090256709018
4,50,0.0,10,1.04,False,0.2987588143475133,0.8067454796191678,0.041059542751672826,0.012111366261835557
4,50,0.0,10,1.04,False,1.4414316878369515,0.06184100591123132,0.10601336378366473,0.011285920411886752
4,50,0.0,10,1.04,True,3.2496668171242558,0.007810881412631865,0.09091782006458282,0.010186104658985727
4,50,0.0,10,1.04,True,3.7304573729091333,0.22017403773085142,0.22431444557692223,0.014896885421100998
4,50,0.0,10,1.04,True,3.903984625295425,0.2473938974947245,nan,nan
4,50,0.0,10,1.04,True,3.166817150502657,0.02554953832781992,nan,nan
4,50,0.0,10,1.04,False,0.9337406521576441,1.070186459272262,0.11883839896928886,0.04148603055524094
4,50,0.0,10,1.04,False,0.05340612014157298,4.18744805716333,0.11184862659607417,0.10608930310513034
4,50,0.0,10,1.04,False,1.5213878612741931,0.04999667013454534,0.06161656508246528,0.008914185574876868
4,50,0.0,10,1.04,True,3.188155266248348,0.43057475006599377,0.030286384260913096,0.02160897199997709
4,50,0.0,10,1.04,False,1.052049263357195,0.24115253617248733,0.12276400974091298,0.025662236787616453
4,50,0.0,10,1.04,True,3.7239969275747637,0.13255746186519612,0.016500772574697918,0.015399888584008063
4,50,0.0,10,1.04,True,3.9028053730294814,4.510953903505452,nan,nan
4,50,0.0,10,1.04,False,0.06651921146019468,1.2909368833204105,nan,nan
4,50,0.0,10,1.04,False,0.7756516784041572,0.7549374186310853,0.07669858549938481,0.03217710029376383
4,50,0.0,10,1.04,False,0.03169974727804803,1.042983753787885,0.04808159165020504,0.02602891574515441
4,50,0.0,10,1.04,False,0.6323885027819416,0.08160985384860764,0.08680548207363116,0.015320744694988087
4,50,0.0,10,1.04,True,2.038045809297385,1.1617236204886972,0.12202014971174839,0.05843700658296683
4,50,0.0,10,1.04,True,3.734229925138916,0.026119427761614578,0.11840184238990799,0.023570835491237455
4,50,0.0,10,1.04,True,3.903306487493296,3.838354196171616,nan,nan
4,50,0.0,10,1.04,False,0.06767521398685661,0.27595758561583095,nan,nan
4,50,0.0,10,1.04,False,0.5360809017190413,0.6284774976059819,0.12194332919556987,0.013938201519920548
4,50,0.0,10,1.04,False,0.037710307397790466,1.0005707202956877,0.037679284329158715,0.01898063435060325
4,50,0.0,10,1.04,False,0.4066613539585715,0.24260735768012154,0.09367150674117707,0.017080074568654985
4,50,0.0,10,1.04,True,3.237173924563685,0.11817704163196519,0.0916485257140554,0.014086065319459514
4,50,0.0,10,1.04,True,2.4078966120372716,0.2589123334063408,0.15099012742179793,0.03286554491292056
4,50,0.0,10,1.04,True,3.731590293462007,0.03208155362343401,0.12319219878383711,0.02001002207894481
4,50,0.0,10,1.04,True,3.9028127207871983,4.584206058933125,nan,nan
4,50,0.0,10,1.04,False,0.0017217362855177498,0.03995671731948658,nan,nan
4,50,0.0,10,1.04,True,3.2867862765716858,0.8394819558721953,0.08330042817888231,0.04844024295375506
4,50,0.0,10,1.04,False,0.023958399707774802,7.465698864585274,0.04381977931431874,0.19847008992331255
4,50,0.0,10,1.04,True,3.4883921403333438,0.13219952945465385,0.0,0.01215677770232188
4,50,0.0,10,1.04,True,3.24241031176625,0.3101028254092948,0.1073606333832452,0.019742525339059337
4,50,0.0,10,1.04,True,2.1411224417426693,0.4922255166678542,0.11118749803358784,0.03464678796884881
4,50,0.0,10,1.04,True,3.732758515124166,0.22978544054170857,0.13921239775319874,0.008267441402611531
4,50,0.0,10,1.04,True,3.9072016256578195,4.0776934302555325,nan,nan
4,50,0.0,10,1.04,False,0.06437801210595318,0.957962799026558,nan,nan
4,50,0.0,10,1.04,False,0.30775232885930937,0.4018213089348164,0.101730248671349,0.00839671982254135
4,50,0.0,10,1.04,False,0.09167540475681513,1.4630610989498032,0.04863721736901878,0.03406453428897868
4,50,0.0,10,1.04,False,0.8634340489867425,0.08465201447278092,0.07966492296986787,0.006062317139835633
4,50,0.0,10,1.04,True,3.23181558616104,1.7918486666786482,0.10008685900821021,0.05314304340523403
4,50,0.0,10,1.04,False,1.5309054510591862,0.4078057543876783,0.11000104674601874,0.025070523965711525
4,50,0.0,10,1.04,True,3.7301141974643066,0.03050516708467166,0.14832176055359042,0.01802415364673033
4,50,0.0,10,1.04,True,3.9032061045129396,0.6939862568193074,nan,nan
4,50,0.0,10,1.04,False,0.08484242186361346,0.2908219412608446,nan,nan
4,50,0.0,10,1.04,False,0.3046367941064605,0.529806939435209,0.08427199259052309,0.01241877795955786
4,50,0.0,10,1.04,False,0.06282818829134751,1.176139085890168,0.038480275484406586,0.026622900466691097
4,50,0.0,10,1.04,False,1.480501370635221,0.07680353677651652,0.14067846087499505,0.012542370500391215
4,50,0.0,10,1.04,True,3.2370196746512963,0.03120968217091935,0.014351614904549176,0.013250500554299308
4,50,0.0,10,1.04,False,1.8723485110925115,0.0504553213480996,0.12867283267622368,0.012356475130706307
4,50,0.0,10,1.04,True,3.725488810479065,0.08246377599914556,0.19017715118479786,0.01723940668368265
4,50,0.0,10,1.04,True,3.9042810273286657,0.2297427054401262,nan,nan
4,50,0.0,10,1.04,False,0.1792061035980348,1.188611862186986,nan,nan
4,50,0.0,10,1.04,False,0.5547605684345394,0.4561690313828026,0.08132938060608921,0.009580727886271519
4,50,0.0,10,1.04,False,0.848332405090332,1.1548242948528773,0.04059577189364977,nan
4,50,0.0,10,1.04,False,0.028102121129655266,0.7821457126783011,0.04311831560013891,0.011114407540872286
4,50,0.0,10,1.04,False,0.6795720293945768,0.0774430585255681,0.14660189628715364,0.009078683622542844
4,50,0.0,10,1.04,True,3.2502683972832895,0.14110165113747497,0.09373541732698039,0.012062404938383566
4,50,0.0,10,1.04,False,0.6741337410100621,0.20144099508116442,0.1429486540988119,0.009683231045716119
4,50,0.0,10,1.04,False,0.035288575598738436,0.4646670592304307,0.039126583250974414,0.007106492416618678
4,50,0.0,10,1.04,True,3.9002628606591716,0.517940884207567,nan,nan
4,50,0.0,10,1.04,False,0.08454832394405631,0.2962905744682147,nan,nan
4,50,0.0,10,1.04,False,0.15354317015559005,0.023209119283593704,0.09052958534324206,0.022177632826445578
4,50,0.0,10,1.04,False,0.028586021773116865,0.0034213015442001726,nan,nan
4,50,0.0,10,1.04,False,0.05392207689974793,1.5145068323036495,0.0761673949432425,0.03847013967002076
4,50,0.0,10,1.04,False,0.5296649932861328,1.170665643641714,0.1313658436044557,nan
4,50,0.0,10,1.04,True,3.9637488540260692,0.12248711120876354,nan,nan
4,50,0.0,10,1.04,True,3.2398925499207296,1.109308244464028,0.07083085398868473,0.03821616883129424
4,50,0.0,10,1.04,True,4.25608806663478,2.2392268242403928,0.15963036580055082,0.07479873356426726
4,50,0.0,10,1.04,True,3.7284809113764923,0.6001762607422072,0.14112508930211512,0.033514286597435765
4,50,0.0,10,1.04,True,2.4252698479536985,0.8679820382837793,0.028771330342997038,0.009952706064164795
4,50,0.0,10,1.04,True,3.9021015528106964,0.5894738169259441,nan,nan
4,50,0.0,10,1.04,False,0.0800373278338502,0.9756138707569337,nan,nan
4,50,0.0,10,1.04,False,0.2092708456702792,0.6376703976875215,0.0985044783527807,0.028223837264238518
4,50,0.0,10,1.04,False,0.009125450974960536,0.6914849439287432,0.06639179550794669,0.012096709171985196
4,50,0.0,10,1.04,False,0.7339054582438935,0.010985490485371674,0.08363029941177372,0.006262994713906577
4,50,0.0,10,1.04,True,3.2293361178120876,0.3754597454553439,0.07325438847915446,0.01956765883842906
4,50,0.0,10,1.04,False,1.7536432822046746,0.04106115390043952,0.10629922016836445,0.022662646962245753
4,50,0.0,10,1.04,True,3.7277491841420614,0.36673895143326707,0.02597955903775557,0.020639123240980904
4,50,0.0,10,1.04,True,3.9016437333795544,0.1867381992495325,nan,nan
4,50,0.0,10,1.04,False,0.04257273851516441,1.1001475773164193,nan,nan
4,50,0.0,10,1.04,False,0.009940505027770996,1.0031674516757838,0.05311075881536452,nan
4,50,0.0,10,1.04,False,0.021912645449134516,0.08252059353614172,nan,nan
4,50,0.0,10,1.04,False,0.11069728935567724,0.6632219158806683,0.03678862039683184,0.015961089972874362
4,50,0.0,10,1.04,False,0.8922075050912426,0.558945589867542,0.12937169215716013,0.022284895007996765
4,50,0.0,10,1.04,False,0.4260948529374504,0.12230305747544801,0.1553007427647517,0.021189897161763407
4,50,0.0,10,1.04,True,3.906848681333362,0.14812263546058135,nan,nan
4,50,0.0,10,1.04,True,3.239124998638495,0.07954167528202793,0.14758074902124055,0.01571247200803217
4,50,0.0,10,1.04,False,0.25696887484043085,1.3907117270629001,0.04138876981923098,0.02049898640047411
4,50,0.0,10,1.04,False,0.08202915935593413,0.5559350235116609,0.047916055691253304,0.008109480758463062
4,50,0.0,10,1.04,True,3.4801109001954735,0.1327292602194925,0.0,0.014319160943519732
4,50,0.0,10,1.04,True,3.302033075765679,0.4378917671206599,0.09423522790217452,0.01849715557055948
4,50,0.0,10,1.04,True,3.724857604287512,0.19664138571103562,0.04290795296529791,0.013049884279172082
4,50,0.0,10,1.04,True,3.1643529274142344,3.442485662800417,nan,nan
4,50,0.0,10,1.04,True,3.2675414522620083,0.3827371161248503,0.0,0.007064538023718448
4,50,0.0,10,1.04,False,0.05234934945012881,10.028169976696288,0.10860047088401226,0.2700765767187606
4,50,0.0,10,1.04,True,3.468824523091315,0.2532481136831852,0.0,0.00931928707080899
4,50,0.0,10,1.04,True,3.207041480315231,0.0037788798430016257,0.07673051209862766,0.011054605671792048
4,50,0.0,10,1.04,False,0.9555242346762127,0.16354511271810912,0.12719755642381742,0.026580101214976285
4,50,0.0,10,1.04,True,3.723156080953997,0.193188099009741,0.003915250172768042,0.01595966549798777
4,50,0.0,10,1.04,True,3.896585938412254,2.1111099903853674,nan,nan
4,50,0.0,10,1.04,False,0.10877066444059746,0.5397323568534613,nan,nan
4,50,0.0,10,1.04,False,0.697225627167974,0.33257394706037147,0.11301094908820172,0.02599976131858541
4,50,0.0,10,1.04,False,0.07252265994257368,0.7249928725640897,0.05550329781871905,0.015009060874193356
4,50,0.0,10,1.04,False,0.0022734238795312223,0.05659929900617611,0.10590277653479599,0.01087181260111432
4,50,0.0,10,1.04,True,3.2362538462154147,0.6372621139800017,0.026319342148552773,0.02745396597975288
4,50,0.0,10,1.04,False,1.9675671845036677,0.15740389668185584,0.11544393868531812,0.020227767440551374
4,50,0.0,10,1.04,True,3.7326173932531193,0.2720175352522456,0.04579817063765287,0.021603209344886257
4,50,0.0,10,1.04,True,3.9033354010349317,0.32926784358802674,nan,nan
4,50,0.5,10,1.04,False,0.034321944346516364,0.06800045556597523,nan,nan
4,50,0.5,10,1.04,False,0.0769714340388532,0.05028169015950201,0.0958712881899786,0.013776217500998257
4,50,0.5,10,1.04,False,0.055386665402388235,0.0013874848277208862,nan,nan
4,50,0.5,10,1.04,False,0.05146448726275121,0.050136361906988114,0.04815032487250269,0.011162376273115879
4,50,0.5,10,1.04,False,0.004433630715759307,0.005202070429965566,0.10579742365456928,0.01057020357582211
4,50,0.5,10,1.04,True,3.947820695688226,0.02560788443205242,nan,nan
4,50,0.5,10,1.04,True,3.23126605162918,0.07320590532128479,0.08221436772914005,0.014312260909908142
4,50,0.5,10,1.04,True,4.256351682428774,0.10606488547628867,0.12924604599568665,0.025646339838163983
4,50,0.5,10,1.04,False,0.44397140044231787,0.0255273059553649,0.23498517605101818,0.02974973250168817
4,50,0.5,10,1.04,True,3.734893061717039,0.006030784821785762,0.13382861053947048,0.014110700722297854
4,50,0.5,10,1.04,False,0.020581626585505663,0.08496672282572515,0.03778737541941532,0.011379733220230911
4,50,0.5,10,1.04,False,0.06286812559542643,0.0623916683272876,0.0539094902698372,0.005320723213874595
4,50,0.5,10,1.04,True,3.9027683780388207,0.003795158277912769,nan,nan
4,50,0.5,10,1.04,False,0.0060546420614242535,0.15442816574202922,nan,nan
4,50,0.5,10,1.04,False,0.0020432472229003906,0.2336922207279164,0.14147679122043522,nan
4,50,0.5,10,1.04,False,0.045763022050508084,0.10942808021731176,nan,nan
4,50,0.5,10,1.04,False,0.05926896549100302,0.01496061841274976,0.03860246070583313,0.015615554126038591
4,50,0.5,10,1.04,True,4.0,0.09584122523102545,0.11568480411550504,nan
4,50,0.5,10,1.04,True,3.951429403016495,0.019028277193720466,nan,nan
4,50,0.5,10,1.04,True,3.2361101334016906,0.14575510496671296,0.09558040886439104,0.00806475674293342
